geo,pop,1-27,1-27_ratio,28-52,28-52_ratio
UKD7,1553324,2019.4,130.0050729918549,774.8000000000001,49.88012803510408
UKE,5486230,4898.200000000001,89.2817107558378,2710.3999999999996,49.4036888719576
UKE1,932645,573.4000000000001,61.48105656493093,551.6,59.1436184185837
UKE2,824054,855.3999999999997,103.8038769303953,-3.199999999999932,-0.38832406614128834
UKE3,1404971,1631.4000000000005,116.11627570960543,915.0,65.12589939578824
UKE4,2324560,1838.0,79.06872698489177,1247.0,53.64456069105551
UKF,4811065,4222.999999999999,87.77682280326704,2016.6,41.91587517524706
UKF1,2210381,1869.7999999999997,84.59175137679883,839.4,37.97535357026685
UKF2,1843764,1929.8000000000002,104.66632388960844,543.9999999999999,29.50486070885427
UKF3,756920,423.39999999999986,55.93721925698883,633.1999999999999,83.65481160492521
UKG,5907872,6745.6,114.17986036258065,2383.6000000000004,40.346168637370624
UKG1,1352539,1517.8,112.2185755826634,390.2,28.849445376436467
UKG2,1626956,1550.8,95.31911127283098,923.1999999999999,56.74400536953673
UKG3,2928377,3677.0,125.564433814362,1070.2,36.54584092143873
UKH,6235410,5469.200000000002,87.7119547872554,517.3999999999999,8.297770315023389
UKH1,2521676,1882.2,74.64083411191604,356.99999999999994,14.157250971179481
UKH2,1871847,2074.4000000000005,110.82102329944703,17.60000000000005,0.9402477873458702
UKH3,1841887,1512.6,82.12230174815284,142.7999999999999,7.752918610099311
UKI,8982256,9113.000000000002,101.45558086966128,182.5999999999998,2.032896857983115
UKI3,1190513,986.9999999999999,82.90543656390143,-42.20000000000003,-3.5446903981728908
UKI4,2430890,2140.6000000000004,88.05828318023441,19.80000000000001,0.814516493959003
UKI5,1940638,2033.6,104.79028030987746,266.20000000000005,13.717138384386992
UKI6,1316772,1338.0000000000002,101.61212419462142,-97.80000000000001,-7.427253920952147
UKI7,2103443,2613.8,124.2629346267049,36.60000000000005,1.740004364273244
UKJ,9175033,7712.2,84.05637342121821,1179.7999999999995,12.8588093361626
UKJ1,2417428,2199.0,90.96444651091987,208.19999999999993,8.612459192166217
UKJ2,2909838,2561.6000000000004,88.03239218128296,163.0000000000001,5.601686416907062
UKJ3,1993050,1396.6,70.07350543137402,118.59999999999997,5.950678608163366
UKJ4,1854717,1555.0,83.84028398941726,690.0,37.202441127136915
UKK,5616381,2972.0,52.91663795600761,676.9999999999999,12.054025537085177
UKK1,2516568,1929.6000000000004,76.67585378181715,264.40000000000003,10.50637217035264
UKK2,1336003,724.7999999999998,54.25137518403775,323.59999999999997,24.22150249662613
UKK3,568612,214.6,37.74102551476226,-37.00000000000003,-6.507073364614188
UKK4,1195198,102.99999999999989,8.61781897225396,125.99999999999994,10.542186315572811
UKL,3136383,2040.4,65.05583023501913,1358.8000000000002,43.32379049369928
UKL1,1968383,1228.4,62.40655400905211,1093.6,55.55829327930591
UKL2,1168000,812.0000000000002,69.5205479452055,265.2,22.705479452054792
UKM,5454238,4458.8,81.74927460077834,1545.5999999999997,28.33759729590091
UKM5,495365,184.4,37.225076458772826,-1.0,-0.20187134739030815
UKM6,470990,189.2,40.17070426123696,17.19999999999999,3.6518822055669946
UKM7,1998699,1608.9999999999998,80.50236678959662,331.0,16.560772782695143
UKM8,1541998,1624.6000000000004,105.35681628640248,665.1999999999998,43.138836755949086
UKM9,947186,851.5999999999999,89.90842347754294,533.2,56.29306176400412
